Info,Info,Info,Objective,Objective,Extra Output,Variable,Variable,Variable
Iteration,Generation,Category,Cooling (Electric) (kWh),Heating (Gas) (kWh),Discomfort (All Clothing) (hr),Local shading type,Window Size,Site orientation (°)
236,8, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
237,8, ,231.403.514,1.582.874.028,7.060.000,1.5m Sidefin,"Height: 3.6m, Width: 2.5m",0
238,8, ,188.924.762,1.915.073.433,2.825.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",0
239,8, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
240,8,Pareto,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
241,8, ,1.137.351.276,560.836.052,985.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
242,8, ,1.209.395.214,51.145.756,860.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
243,8, ,1.379.385.075,469.711.603,880.000,5m Overhang,"Height: 3.6m, Width: 1m",315
244,8, ,1.117.063.271,5.485.825.817,850.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
245,8, ,1.358.872.437,545.927.487,1.220.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",270
246,8, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
247,8, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
248,8, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
249,8, ,25.262.794,2.036.261.234,10.855.000,1.0m Overhang,"Height: 3.6m, Width: 10m",45
250,8, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
251,8, ,1.254.426.726,557.733.314,1.080.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 2.5m",180
252,8,Pareto,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
253,8, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
254,8, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
255,8, ,179.702.354,2.880.541.693,985.000,2.5m Overhang,"Height: 3.6m, Width: 5m",45
256,8, ,153.905.468,2.842.143.992,585.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
257,8, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
258,8, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
259,8, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
260,8, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
261,8, ,1.210.039.011,520.847.191,860.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
262,8, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
263,8, ,1.237.529.717,51.801.732,860.000,5m Overhang,"Height: 3.6m, Width: 10m",0
264,9, ,1.201.013.593,548.336.327,955.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
265,9, ,188.924.762,1.915.073.433,2.825.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",0
266,9, ,1.137.351.276,560.836.052,985.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
267,9, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
268,9, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
269,9, ,1.176.274.731,627.081.318,1.350.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 2.5m",135
270,9, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
271,9, ,1.226.039.182,526.755.636,885.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
272,9, ,1.177.759.906,510.005.239,715.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
273,9, ,128.063.505,487.914.397,690.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
274,9, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
275,9, ,1.816.641.485,4.835.266.586,5.660.000,0.5m Sidefin,"Height: 3.6m, Width: 2.5m",225
276,9, ,278.769.362,1.088.523.121,11.060.000,1m Sidefin,"Height: 3.6m, Width: 5m",0
277,9, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
278,9, ,2.010.169.456,3.836.393.983,7.710.000,2.0m Overhang,"Height: 3.6m, Width: 5m",90
279,9, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
280,9, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
281,9, ,193.371.169,227.910.893,2.100.000,2.5m Overhang,"Height: 3.6m, Width: 1m",45
282,9, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
283,9, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
284,9, ,207.147.831,2.166.349.961,3.685.000,2.0m Overhang,"Height: 3.6m, Width: 1m",45
285,9, ,1.239.550.929,508.247.642,735.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
286,9, ,1.875.743.498,4.798.035.606,7.415.000,1m Sidefin,"Height: 3.6m, Width: 5m",135
287,9, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
288,9, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
289,9, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
290,9, ,1.177.759.906,510.005.239,715.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
291,9, ,312.649.772,161.756.218,15.620.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",45
292,9, ,1.118.636.712,6.135.275.551,1.225.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
293,9, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
294,9, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
295,9, ,126.926.045,494.456.459,855.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",315
296,9, ,1.258.869.432,499.794.611,725.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
297,9, ,142.305.511,3.385.096.312,380.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 1m",0
298,9, ,185.956.133,2.596.894.407,1.415.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",45
299,9,Pareto,149.571.238,298.016.663,455.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 10m",0
300,9, ,207.147.831,2.166.349.961,3.685.000,2.0m Overhang,"Height: 3.6m, Width: 1m",45
301,9, ,224.472.173,2.190.583.026,6.485.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",45
302,9, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
303,9, ,1.182.749.885,528.114.851,795.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",45
304,9,Pareto,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
305,9, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
306,9, ,224.968.183,2.048.083.115,6.250.000,1.5m Overhang,"Height: 3.6m, Width: 1m",45
307,9, ,1.270.076.966,454.901.225,645.000,5m Overhang,"Height: 3.6m, Width: 1m",0
308,9, ,188.924.762,1.915.073.433,2.825.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",0
309,9, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
310,9, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
311,9, ,1.252.350.546,598.605.339,1.180.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",90
312,10, ,30.128.203,94.685.002,12.975.000,0.5m Sidefin,"Height: 3.6m, Width: 10m",0
313,10, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
314,10, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
315,10, ,1.224.607.948,52.148.434,870.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
316,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
317,10, ,203.227.404,2.888.047.234,4.965.000,1m Sidefin,"Height: 3.6m, Width: 1m",45
318,10, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
319,10, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
320,10, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
321,10, ,1.277.130.918,59.716.274,1.245.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",135
322,10, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
323,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
324,10, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
325,10, ,173.787.907,3.691.828.077,2.630.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",45
326,10, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
327,10, ,158.904.896,3.460.769.821,1.175.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",0
328,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
329,10,Pareto,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
330,10, ,174.940.065,2.156.532.608,1.715.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",0
331,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
332,10, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
333,10, ,2.288.478.971,446.915.093,8.545.000,2.5m Sidefin,"Height: 3.6m, Width: 2.5m",270
334,10, ,1.665.596.633,5.093.363.019,4.565.000,1.5m Overhang,"Height: 3.6m, Width: 10m",135
335,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
336,10, ,1.286.955.423,638.359.334,1.435.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",90
337,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
338,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
339,10, ,162.158.528,3.289.090.309,1.230.000,2m Sidefin,"Height: 3.6m, Width: 1m",0
340,10, ,1.270.076.966,454.901.225,645.000,5m Overhang,"Height: 3.6m, Width: 1m",0
341,10, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
342,10, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
343,10, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
344,10, ,215.451.325,2.571.191.905,5.865.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",45
345,10, ,1.323.343.807,526.635.186,930.000,2.0m Overhang,"Height: 3.6m, Width: 1m",180
346,10, ,259.101.743,1.326.621.014,9.530.000,2.5m Sidefin,"Height: 3.6m, Width: 5m",0
347,10, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
348,10,Pareto,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
349,10, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
350,10, ,1.299.117.849,482.872.055,685.000,5m Overhang,"Height: 3.6m, Width: 10m",45
351,10, ,1.251.646.117,501.277.791,815.000,5m Overhang,"Height: 3.6m, Width: 5m",0
352,10, ,158.745.499,3.522.661.014,885.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 1m",45
353,10, ,1.210.039.011,520.847.191,860.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
354,10, ,1.239.550.929,508.247.642,735.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
355,10, ,196.477.583,2.781.584.264,3.360.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 5m",45
356,10, ,153.462.361,279.741.444,635.000,2m Sidefin + 2m Overhang,"Height: 3.6m, Width: 5m",0
357,10, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
358,10, ,207.147.831,2.166.349.961,3.685.000,2.0m Overhang,"Height: 3.6m, Width: 1m",45
359,10, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
360,10, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
361,11, ,179.702.354,2.880.541.693,985.000,2.5m Overhang,"Height: 3.6m, Width: 5m",45
362,11, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
363,11, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
364,11, ,1.041.945.468,6.597.356.278,1.425.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
365,11, ,1.239.550.929,508.247.642,735.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",45
366,11, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
367,11, ,269.471.555,1.125.832.975,10.080.000,0.5m Sidefin,"Height: 3.6m, Width: 2.5m",0
368,11, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
369,11, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
370,11, ,29.052.664,998.629.251,11.970.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",0
371,11, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
372,11, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
373,11, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
374,11, ,259.927.617,204.379.846,11.565.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 2.5m",45
375,11, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
376,11, ,1.177.759.906,510.005.239,715.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
377,11, ,197.517.133,3.837.415.245,6.170.000,0.2m Louvre,"Height: 3.6m, Width: 1m",270
378,11, ,210.906.763,3.667.181.559,6.885.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",270
379,11, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
380,11, ,278.769.362,1.088.523.121,11.060.000,1m Sidefin,"Height: 3.6m, Width: 5m",0
381,11, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
382,11, ,1.216.366.984,534.920.688,905.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
383,11, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
384,11, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
385,11, ,153.905.468,2.842.143.992,585.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
386,11, ,226.211.054,13.115.674,6.025.000,1.0m Overhang,"Height: 3.6m, Width: 1m",0
387,11, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
388,11, ,259.927.617,204.379.846,11.565.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 2.5m",45
389,11, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
390,11, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
391,11, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
392,11, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
393,11, ,188.924.762,1.915.073.433,2.825.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 1m",0
394,11,Pareto,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
395,11,Pareto,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
396,11, ,246.697.727,135.498.476,8.325.000,1m Sidefin,"Height: 3.6m, Width: 2.5m",0
397,11, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
398,11, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
399,11, ,200.937.215,2.647.514.382,5.640.000,1m Sidefin,"Height: 3.6m, Width: 1m",315
400,11, ,142.305.511,3.385.096.312,380.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 1m",0
401,11, ,247.295.905,1.914.830.613,10.235.000,1.0m Overhang,"Height: 3.6m, Width: 1m",45
402,11, ,1.083.241.469,6.230.275.678,1.225.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
403,11, ,172.465.475,3.220.715.498,1.305.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 2.5m",45
404,11, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
405,11, ,259.101.743,1.326.621.014,9.530.000,2.5m Sidefin,"Height: 3.6m, Width: 5m",0
406,11, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
407,11, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
408,11, ,1.177.759.906,510.005.239,715.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
409,12, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
410,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
411,12,Pareto,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
412,12, ,176.275.767,3.337.900.476,3.495.000,2m Sidefin,"Height: 3.6m, Width: 1m",315
413,12, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
414,12, ,278.769.362,1.088.523.121,11.060.000,1m Sidefin,"Height: 3.6m, Width: 5m",0
415,12, ,246.697.727,135.498.476,8.325.000,1m Sidefin,"Height: 3.6m, Width: 2.5m",0
416,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
417,12, ,224.968.183,2.048.083.115,6.250.000,1.5m Overhang,"Height: 3.6m, Width: 1m",45
418,12, ,1.177.759.906,510.005.239,715.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
419,12, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
420,12, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
421,12, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
422,12, ,1.732.849.452,4.976.560.034,5.545.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",135
423,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
424,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
425,12, ,118.875.739,606.122.223,1.220.000,2m Sidefin,"Height: 3.6m, Width: 1m",135
426,12,Pareto,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
427,12, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
428,12, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
429,12, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
430,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
431,12, ,235.392.848,337.850.425,8.505.000,1.0m Overhang,"Height: 3.6m, Width: 10m",270
432,12, ,186.043.535,3.273.921.133,3.435.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",45
433,12, ,1.061.363.068,6.447.869.851,1.345.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
434,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
435,12, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
436,12, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
437,12,Pareto,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
438,12, ,182.141.877,2.454.303.763,2.285.000,1m Sidefin,"Height: 3.6m, Width: 1m",0
439,12, ,168.528.902,2.993.624.855,1.385.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",0
440,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
441,12, ,30.907.978,140.318.463,12.980.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",315
442,12, ,1.168.126.371,559.986.542,995.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
443,12, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
444,12, ,132.516.207,425.552.435,560.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",45
445,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
446,12, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
447,12, ,1.216.266.634,511.675.712,745.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",45
448,12, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
449,12, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
450,12, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
451,12, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
452,12, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
453,12, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
454,12, ,320.072.146,151.493.867,16.015.000,No shading,"Height: 3.6m, Width: 2.5m",45
455,12, ,1.088.711.461,5.700.757.386,1.040.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 1m",0
456,12, ,224.968.183,2.048.083.115,6.250.000,1.5m Overhang,"Height: 3.6m, Width: 1m",45
457,12, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
458,12, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
459,13, ,1.195.544.215,620.234.286,1.295.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",135
460,13, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
461,13, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
462,13, ,122.810.105,4.454.607.739,645.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",0
463,13, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
464,13, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
465,13, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
466,13, ,121.447.784,515.699.842,885.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",315
467,13, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
468,13, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
469,13, ,193.371.169,227.910.893,2.100.000,2.5m Overhang,"Height: 3.6m, Width: 1m",45
470,13, ,162.158.528,3.289.090.309,1.230.000,2m Sidefin,"Height: 3.6m, Width: 1m",0
471,13, ,29.052.664,998.629.251,11.970.000,0.5m Sidefin,"Height: 3.6m, Width: 5m",0
472,13, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
473,13, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
474,13, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
475,13, ,1.087.287.474,5.706.929.575,915.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
476,13, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
477,13, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
478,13, ,1.960.062.949,538.806.252,8.780.000,1.5m Sidefin,"Height: 3.6m, Width: 1m",90
